Audio,Transcription,Langue,Tempo,Mean Mel spectrogram,Standard deviation Mel spectrogram,Mean Chroma
C:/Users/angej/Desktop/Multilingual/Data_augmentation/Data_augmentation/dos1_aug/f1_aug/f1_aug _sup_noise.wav,Are you parents Take advantage of confinement to teach your child to identify false content and rumorsOn the internet find information confirmed to be false and ask your child these questions Who is the source of this information Who is it intended for Does it come from a reliable source During the COVID19 outbreak trust only official news sources and credible media outlets Do not share unverified information This is a message from UNESCO,en,143.5546875,6.196176,52.891155,
C:/Users/angej/Desktop/Multilingual/Data_augmentation/Data_augmentation/dos1_aug/f1_aug/f1_aug_dec.wav,only trust official information sources and credible media Outlets do not share unverified information this is a message from unesco's content and rumors find a piece of information and ask your child these questions who made this for who was this made is it from a reliable source during the covid-19 outbreak,en,143.5546875,6.196176,52.891155,
C:/Users/angej/Desktop/Multilingual/Data_augmentation/Data_augmentation/dos1_aug/f1_aug/f1_aug_noise_injection_8_percent.wav,Are you parents Take advantage of confinement to teach your child to identify false content and rumorsOn the internet find information confirmed to be false and ask your child these questions Who is the source of this information Who is it intended for Does it come from a reliable source During the COVID19 outbreak trust only official news sources and credible media outlets Do not share unverified information This is a message from UNESCO,en,143.5546875,6.196176,52.891155,
C:/Users/angej/Desktop/Multilingual/Data_augmentation/Data_augmentation/dos1_aug/f1_aug/f1_aug_vitesse_dec_30_pourcent.wav,are you a parent now that she was spending more time at home why not teach your child how to spell false content and rumors find a piece of information online that is confirmed as disinformation and ask your child these questions off of,en,143.5546875,6.196176,52.891155,
C:/Users/angej/Desktop/Multilingual/Data_augmentation/Data_augmentation/dos1_aug/f1_aug/f1_aug_vitesse_dec_50_pourcent.wav,are you a parent now that you are spending more time at home why not teach your child how to spot false content and rumors find a piece of information online,en,143.5546875,6.196176,52.891155,
C:/Users/angej/Desktop/Multilingual/Data_augmentation/Data_augmentation/dos1_aug/f1_aug/f1_cut_part.wav,who made this for whom was this made is it from a reliable source during the covid-19 outbreak only trust official information,en,143.5546875,6.196176,52.891155,
C:/Users/angej/Desktop/Multilingual/Data_augmentation/Data_augmentation/dos1_aug/f3_aug/f3_aug_cut_part.wav,identifier les contenus mensongers et les rumeurs sur Internet trouver une information confirmée comme fausse et poser à votre enfant ces questions qui est à l'origine de cette information à qui est-elle destinée provient-elle d'une source fiable pendant l'épidémie de covid 19 ne fait confiance aux sources d'informations officielles et aux médias crédible,fr,143.5546875,6.196176052093506,52.89115524291992,0.35503426
C:/Users/angej/Desktop/Multilingual/Data_augmentation/Data_augmentation/dos1_aug/f3_aug/f3_aug_dec.wav,à qui est-elle destinée provient-elle d'une source fiable pendant l'épidémie de covid 19 ne faites confiance aux sources d'informations officielles et aux médias crédible ne partagez pas d'informations non vérifiées ceci est un message de l'UNESCO vous êtes parents profitez du confinement pour apprendre à votre enfant à identifier les contenus mensongers et les rumeurs sur Internet trouver une information confirmée comme fausse et poser à votre enfant ces questions qui est à l'origine de cette information,fr,143.5546875,6.196176052093506,52.89115524291992,0.35503426
C:/Users/angej/Desktop/Multilingual/Data_augmentation/Data_augmentation/dos1_aug/f3_aug/f3_aug_noise_injection_6_percent.wav,vous êtes parents profitez du confinement pour apprendre à votre enfant à identifier les contenus mensongers et les rumeurs sur Internet trouver une information confirmée comme fausse et poser à votre enfant ces questions qui est à l'origine de cette information à qui est-elle destinée provient-elle d'une source fiable pendant l'épidémie de covid 19 ne fait confiance aux sources d'information officielle et au média crédible ne partagez pas d'informations non vérifiée ceci est un message de l'UNESCO,fr,143.5546875,6.196176052093506,52.89115524291992,0.35503426
C:/Users/angej/Desktop/Multilingual/Data_augmentation/Data_augmentation/dos1_aug/f3_aug/f3_aug_sup_noise.wav,vous êtes parents profitez du confinement pour apprendre à votre enfant à identifier les contenus mensongers et les rumeurs sur Internet trouver une information confirmée comme fausse et poser à votre enfant ces questions qui est à l'origine de cette information à qui est-elle destinée provient-elle d'une source fiable pendant l'épidémie de covid 19 ne fait confiance aux sources d'informations officielles et aux médias crédible ne partagez pas d'informations non vérifiée ceci est un message de l'UNESCO,fr,143.5546875,6.196176052093506,52.89115524291992,0.35503426
C:/Users/angej/Desktop/Multilingual/Data_augmentation/Data_augmentation/dos1_aug/f3_aug/f3_aug_vitesse_acc_10_pourcent.wav,vous êtes parents profitez du confinement pour apprendre à votre enfant à identifier des contenus mensongers et les rumeurs sur Internet trouver une information confirmée comme fausse et poser à votre enfant ces questions qui est à l'origine de cette information à qui était destiné provient-elle une source fiable pendant l'épidémie de covid-19 ne fait confiance aux sources d'information officielle et immédia crédible le partage pas d'informations non vérifiée ceci est un message de l'UNESCO,fr,143.5546875,6.196176052093506,52.89115524291992,0.35503426
C:/Users/angej/Desktop/Multilingual/Data_augmentation/Data_augmentation/dos1_aug/f3_aug/f3_aug_vitesse_acc_30_pourcent.wav,à qui était destiné provient-elle une source fiable pendant l'épidémie 19 ne fait confiance aux sources d'information officielle est crédible ne partagez pas d'information pour vérifier ceci est un message de l'UNESCO,fr,143.5546875,6.196176052093506,52.89115524291992,0.35503426
C:/Users/angej/Desktop/Multilingual/Data_augmentation/Data_augmentation/dos1_aug/f3_aug/f3_aug_vitesse_dec_10_pourcent.wav,vous êtes parents profitez du confinement pour apprendre à votre enfant à identifier les contenus mensongers et les rumeurs sur Internet trouver une information confirmée comme fausse et poser à votre enfant ces questions qui est à l'origine de cette information à qui est-elle destinée provient-elle une source fiable pendant l'épidémie de covid 19 ne fait confiance aux sources d'information officielle et aux médias crédible ne partagez pas d'informations non vérifiée ceci est un message de l'UNESCO,fr,143.5546875,6.196176052093506,52.89115524291992,0.35503426
C:/Users/angej/Desktop/Multilingual/Data_augmentation/Data_augmentation/dos1_aug/f3_aug/f3_aug_vitesse_dec_30_pourcent.wav,vous êtes parents profitez du confinement pour apprendre à votre enfant à identifier les contenus mensongers et les rumeurs sur Internet trouver une information confirmée comme fausse et poser à votre enfant ces questions qui est à l'origine de cette information à qui est-elle destinée provient-elle une source fiable pendant l'épidémie de covid 19 ne faites confiance aux sources d'information officielle et aux médias crédible ne partagez pas d'informations non vérifiée ceci est un message de l'UNESCO,fr,143.5546875,6.196176052093506,52.89115524291992,0.35503426
C:/Users/angej/Desktop/Multilingual/Data_augmentation/Data_augmentation/dos1_aug/f3_aug/f3_aug_vitesse_dec_50_pourcent.wav,vous êtes parents profitez du confinement pour apprendre à votre enfant à identifier les contenus mensonges et les rumeurs sur Internet trouver une formation confirmée comme fausse et poser à votre enfant ces questions qui est à l'origine de cette information à qui est-elle destinée provient-elle d'une source fiable pendant l'épidémie de covid 19 ne faites confiance aux sources d'information officielle et immédiat crédible ne partagez pas d'informations non vérifiée ceci est un message de l'UNESCO,fr,143.5546875,6.196176052093506,52.89115524291992,0.35503426
